#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-3.40944	-3.40944	0
2	-3.40923	-3.40933	7.47265e-05
3	-3.4072	-3.40862	0.000582935
4	-3.41101	-3.40922	0.000677095
5	-3.40885	-3.40915	0.000545575
6	-3.41139	-3.40952	0.000568807
7	-3.40914	-3.40946	0.000490171
8	-3.40954	-3.40947	0.00042898
9	-3.40638	-3.40913	0.000500285
10	-3.40628	-3.40885	0.000524995
11	-3.40938	-3.40889	0.000479545
12	-3.40981	-3.40897	0.000445551
13	-3.41029	-3.40907	0.00042269
14	-3.40864	-3.40904	0.000393643
15	-3.40986	-3.4091	0.000371153
16	-3.40944	-3.40912	0.00034857
17	-3.4084	-3.40907	0.00033063
18	-3.40932	-3.40909	0.00031255
19	-3.4087	-3.40907	0.000296756
20	-3.40775	-3.409	0.000289154
