#BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1.73044	1.73044	0
2	1.64771	1.68908	0.029247
3	1.6117	1.66328	0.0286987
4	1.67405	1.66598	0.0216499
5	1.60652	1.65409	0.0203246
68	1.79594	1.82144	0.00416819
6	1.64644	1.65281	0.0169771
7	1.66521	1.65458	0.0146439
69	1.81932	1.82141	0.00410789
8	1.64397	1.65326	0.0128733
9	1.66552	1.65462	0.0115148
70	1.83633	1.82162	0.00405473
10	1.61465	1.65062	0.0110352
71	1.8218	1.82163	0.00399763
11	1.66785	1.65219	0.0101426
12	1.62978	1.65032	0.00946763
72	1.82853	1.82172	0.00394325
13	1.6626	1.65127	0.00878637
14	1.62483	1.64938	0.00835913
73	1.80661	1.82152	0.00389466
15	1.60727	1.64657	0.00825968
16	1.71434	1.65081	0.00876232
74	1.80075	1.82124	0.00385213
17	1.64387	1.6504	0.00825638
75	1.83939	1.82148	0.00380836
18	1.6407	1.64986	0.00781523
19	1.65894	1.65034	0.00741851
76	1.86092	1.822	0.00379346
20	1.61376	1.64851	0.00726957
77	1.81678	1.82193	0.0037448
78	1.84163	1.82218	0.00370529
79	1.86781	1.82276	0.00370314
80	1.90165	1.82374	0.00378587
