-1.40849	-0.384011	1.08932
0.630443	0.887863	0.519582
-0.111066	-0.0601196	-1.71352
-0.402445	-0.945507	0.262048
-1.03699	-1.26307	-0.856211
0.558206	-1.17602	0.881384
0.766174	-0.115928	-0.013074
-0.425048	-0.500272	0.484271
1.08633	-1.16623	0.320593
-0.706447	0.758047	-0.947801
-0.945093	-0.624764	0.167522
0.564038	0.114669	1.52082
0.398746	0.908537	0.696051
0.744684	-1.28143	0.743814
0.965042	0.914648	0.0244963
-1.34021	0.0475349	1.04376
-0.32765	1.4102	0.344342
0.0145896	-0.804947	-0.420274
-0.0035206	-0.907933	-0.869824
1.12721	-0.0311673	0.741423
-1.28633	1.4136	0.388835
0.0509487	0.0572787	-1.42974
0.430847	0.19089	-1.01752
-1.57851	-0.620235	1.68021
0.225366	0.829716	0.418973
0.346076	-0.732017	0.149889
0.639889	-1.13744	-1.02129
1.06547	-0.396127	-1.01554
0.717556	0.693448	0.420791
0.0118206	0.198564	0.0958391
-1.84888	-0.512313	-0.291694
0.076981	-0.598781	0.484314
-0.898879	-0.861121	0.269281
0.105062	-0.746284	-1.48822
0.0144131	-0.843924	-0.686689
0.544392	-0.721942	0.12654
-0.470719	0.424362	-0.483669
-0.178131	-0.853336	-1.93926
0.188234	0.161544	0.348158
0.655628	0.352539	-0.204194
-0.162646	0.223199	0.394959
1.22413	-1.19845	0.420039
1.86426	-1.09036	1.72353
0.161078	1.15031	-1.33428
0.935978	-0.765591	0.737941
-0.828374	-0.332351	-1.13369
-0.0742526	0.0450796	0.00643138
1.2872	-0.449315	0.270348
-0.219243	1.03197	0.739263
-1.01653	-0.193092	-0.547918
1.60313	1.79141	1.87308
1.4877	-0.395482	-0.481905
-0.812946	1.20881	0.631201
-1.47233	-0.702548	-0.783486
-2.16328	-0.491233	0.135573
-0.589361	-1.52352	-2.48863
1.62352	0.014165	0.274319
-0.666489	0.762841	1.06773
-1.49734	-0.841033	-0.44043
0.0773641	0.401175	-0.372824
-0.315226	0.286639	-0.394077
-0.0168294	-0.333617	-0.217544
-0.147887	0.626758	0.355395
0.43798	-0.781637	1.0044
-1.03264	0.643522	0.486873
0.108574	-0.184745	-0.24463
-1.43123	-0.025002	1.44283
0.297533	1.74409	0.0125375
0.70959	-0.0229651	-2.39018
0.271216	-0.38396	-0.115378
-0.177254	0.686965	1.61403
-1.43365	-1.43596	-1.20389
-0.798401	-0.757897	-0.249735
1.35547	1.40777	-0.248312
-0.707855	-0.376079	-1.42532
0.519842	1.12031	0.767863
1.62395	-0.835686	0.46538
0.339225	1.03009	-0.823794
-0.0666656	-0.692805	-0.397992
0.819356	1.00371	0.95357
0.467431	-1.77573	1.44826
0.60971	0.762415	0.389727
0.440539	-0.850633	0.562435
-0.563958	0.524683	1.08151
-0.157573	-1.24718	0.0537426
-0.801919	-0.336901	0.289897
0.789296	0.121224	-1.23838
-0.259829	1.22827	-1.0567
-1.70792	1.51818	0.627454
0.80787	-0.114201	1.10992
-0.214403	1.87467	0.656838
2.20496	0.272686	0.33985
1.07585	1.32573	0.953786
-0.576101	0.466256	-0.504274
-0.297431	1.5287	0.548661
-0.665081	-0.355319	-1.34527
-0.672056	0.5684	0.643524
1.31388	0.538574	0.353197
0.295354	0.0560906	-0.307142
-1.03517	0.0649048	0.498657
-0.359303	0.245414	0.04868
-1.32596	0.469756	-1.8829
-1.37159	-1.99647	1.02916
2.40803	0.25537	-1.42876
0.14905	0.00923771	-0.0555178
-0.277817	0.336874	-1.71855
-0.662605	0.172988	0.327274
0.31037	0.891975	-0.332107
