#BLOCK:	ACTUAL_TE:	TE_AVE:	ERROR:
1	-6.35081	-6.35081	0
2	-6.35111	-6.35096	0.000105307
3	-6.34284	-6.34825	0.00220935
4	-6.34843	-6.3483	0.00165743
5	-6.35426	-6.34949	0.00170144
6	-6.34023	-6.34794	0.00199894
7	-6.34861	-6.34804	0.00171563
8	-6.35111	-6.34842	0.00154359
9	-6.3383	-6.3473	0.00173447
10	-6.34259	-6.34683	0.00162374
11	-6.3317	-6.34545	0.00197447
12	-6.35828	-6.34652	0.00207928
13	-6.34403	-6.34633	0.00192818
14	-6.35059	-6.34663	0.00181433
15	-6.34314	-6.3464	0.00170826
16	-6.33304	-6.34557	0.00179402
17	-6.35514	-6.34613	0.00177477
18	-6.34194	-6.3459	0.00169137
19	-6.35465	-6.34636	0.00166393
20	-6.35358	-6.34672	0.00161946
21	-6.33988	-6.34639	0.00157473
22	-6.34762	-6.34645	0.00150414
23	-6.34264	-6.34628	0.00144785
24	-6.34807	-6.34636	0.00138943
25	-6.34626	-6.34635	0.00133386
26	-6.34318	-6.34623	0.00128812
27	-6.35303	-6.34648	0.00126481
28	-6.34223	-6.34633	0.00122875
29	-6.34571	-6.34631	0.00118656
30	-6.33935	-6.34608	0.0011695
31	-6.34287	-6.34597	0.00113635
32	-6.34863	-6.34606	0.00110387
33	-6.33813	-6.34582	0.00109623
34	-6.3454	-6.3458	0.00106406
35	-6.35366	-6.34603	0.00105704
36	-6.34226	-6.34592	0.00103285
37	-6.35296	-6.34611	0.00102231
38	-6.3465	-6.34612	0.000995456
39	-6.35248	-6.34629	0.000983184
40	-6.3417	-6.34617	0.000965274
41	-6.34201	-6.34607	0.000947063
42	-6.34678	-6.34609	0.000924666
43	-6.33689	-6.34587	0.000927585
44	-6.34702	-6.3459	0.000906866
45	-6.34202	-6.34581	0.00089081
46	-6.34903	-6.34588	0.000874189
47	-6.34821	-6.34593	0.000856984
48	-6.35134	-6.34605	0.000846488
49	-6.34096	-6.34594	0.000835554
50	-6.34096	-6.34584	0.000824772
51	-6.34775	-6.34588	0.000809443
52	-6.34921	-6.34594	0.000796405
53	-6.33234	-6.34569	0.000821691
54	-6.34401	-6.34566	0.000807059
55	-6.35383	-6.3458	0.000805966
56	-6.35309	-6.34593	0.000802006
57	-6.35224	-6.34605	0.000795526
58	-6.35015	-6.34612	0.000784947
59	-6.33593	-6.34594	0.000790397
60	-6.3401	-6.34585	0.000783192
61	-6.35009	-6.34592	0.000773437
62	-6.34029	-6.34583	0.000766272
63	-6.34774	-6.34586	0.000754711
64	-6.35172	-6.34595	0.000748454
65	-6.34606	-6.34595	0.000736941
66	-6.3447	-6.34593	0.000726018
67	-6.3423	-6.34588	0.0007172
68	-6.34434	-6.34585	0.00070701
69	-6.34201	-6.3458	0.000698949
70	-6.3481	-6.34583	0.000689737
71	-6.34389	-6.3458	0.000680562
72	-6.3521	-6.34589	0.00067671
73	-6.34704	-6.34591	0.000667623
74	-6.34964	-6.34596	0.000660507
75	-6.34663	-6.34597	0.00065176
76	-6.34412	-6.34594	0.000643635
77	-6.34452	-6.34592	0.000635539
78	-6.3378	-6.34582	0.000635857
79	-6.34078	-6.34576	0.000631005
80	-6.35507	-6.34587	0.000633769
81	-6.35266	-6.34596	0.000631456
82	-6.34767	-6.34598	0.000624103
83	-6.34391	-6.34595	0.000617082
84	-6.34442	-6.34593	0.000610005
85	-6.34325	-6.3459	0.000603645
86	-6.34925	-6.34594	0.00059788
87	-6.3522	-6.34601	0.000595317
88	-6.34632	-6.34602	0.000588563
89	-6.35304	-6.34609	0.00058721
90	-6.35255	-6.34617	0.000585046
91	-6.34432	-6.34615	0.000578968
92	-6.34916	-6.34618	0.000573601
93	-6.34462	-6.34616	0.000567678
94	-6.33696	-6.34606	0.000570011
95	-6.35173	-6.34612	0.000567119
96	-6.34865	-6.34615	0.000561819
97	-6.35989	-6.34629	0.000573613
98	-6.34776	-6.34631	0.000567955
99	-6.35026	-6.34635	0.000563617
100	-6.34523	-6.34634	0.000558091
