Gen	Best	Mean	Err
0	456.871	456.871	7.62939e-06
1	438.734	438.734	2.58725e-05
2	422.109	422.109	1.86881e-05
3	398.776	398.776	5.3948e-06
4	376.716	376.716	0
5	366.008	366.008	5.3948e-06
6	360.231	360.231	1.37541e-05
7	354.632	354.632	1.26519e-05
8	348.678	348.678	8.52992e-06
9	340.636	340.636	1.14441e-05
10	332.145	332.145	1.57284e-05
11	321.044	321.044	8.52992e-06
12	317.725	317.725	1.42733e-05
13	314.064	314.064	1.37541e-05
14	308.967	308.967	1.47743e-05
15	304.768	304.768	1.26519e-05
16	301.097	301.097	1.20631e-05
17	298.19	298.19	7.62939e-06
18	294.487	294.487	1.57284e-05
19	288.704	288.704	1.07896e-05
20	280.606	280.606	8.52992e-06
21	275.682	275.682	0
22	268.946	268.946	1.37541e-05
23	266.811	266.811	8.52992e-06
24	264.632	264.632	1.32145e-05
25	261.782	261.782	5.3948e-06
26	255.185	255.185	6.60725e-06
27	251.202	251.202	6.60725e-06
28	246.27	246.27	8.09219e-06
29	246.186	246.186	6.60725e-06
30	242.747	242.747	1.2361e-05
31	238.202	238.202	8.52992e-06
32	233.669	233.669	1.40161e-05
33	231.764	231.764	1.11217e-05
34	231.664	231.664	5.3948e-06
35	226.704	226.704	7.62939e-06
36	225.702	225.702	5.3948e-06
37	220.836	220.836	1.0447e-05
38	215.642	215.642	8.09219e-06
39	212.95	212.95	8.52992e-06
40	208.327	208.327	0
41	208.327	208.327	0
42	204.988	204.988	8.94626e-06
43	202.001	202.001	4.67203e-06
44	198.925	198.925	6.03157e-06
45	194.154	194.154	7.62939e-06
46	192.94	192.94	8.94626e-06
47	187.932	187.932	4.67203e-06
48	186.718	186.718	5.3948e-06
49	184.219	184.219	5.3948e-06
50	180.368	180.368	6.60725e-06
51	180.368	180.368	6.60725e-06
52	179.024	179.024	3.30362e-06
53	178.613	178.613	7.13665e-06
54	177.398	177.398	4.67203e-06
55	177.022	177.022	3.8147e-06
56	174.925	174.925	6.60725e-06
57	173.598	173.598	8.31394e-06
58	171.515	171.515	2.6974e-06
59	170.995	170.995	2.6974e-06
60	170.374	170.374	5.04637e-06
61	165.379	165.379	5.72205e-06
62	162.946	162.946	7.13665e-06
63	161.272	161.272	7.38713e-06
64	160.935	160.935	5.04637e-06
65	159.875	159.875	7.13665e-06
66	158.032	158.032	0
67	157.064	157.064	6.87704e-06
68	156.001	156.001	4.67203e-06
69	155.834	155.834	3.30362e-06
70	155.067	155.067	6.60725e-06
71	155.067	155.067	6.60725e-06
72	155.067	155.067	6.60725e-06
73	153.224	153.224	5.72205e-06
74	151.872	151.872	8.09219e-06
75	150.516	150.516	6.03157e-06
76	148.403	148.403	5.3948e-06
77	146.832	146.832	5.72205e-06
78	145.508	145.508	1.90735e-06
79	144.918	144.918	5.72205e-06
80	143.128	143.128	3.30362e-06
81	143.119	143.119	4.26496e-06
82	143.119	143.119	4.26496e-06
83	143.119	143.119	4.26496e-06
84	140.293	140.293	7.13665e-06
85	139.41	139.41	2.6974e-06
86	139.41	139.41	2.6974e-06
87	139.163	139.163	6.03157e-06
88	139.163	139.163	6.03157e-06
89	139.141	139.141	1.90735e-06
90	137.882	137.882	6.03157e-06
91	137.192	137.192	6.03157e-06
92	137.169	137.169	5.72205e-06
93	136.265	136.265	4.67203e-06
94	135.521	135.521	3.30362e-06
95	133.829	133.829	1.90735e-06
96	133.474	133.474	1.90735e-06
97	133.414	133.414	5.04637e-06
98	133.037	133.037	6.60725e-06
99	133.037	133.037	6.60725e-06
100	132.578	132.578	6.60725e-06
101	131.83	131.83	4.67203e-06
102	131.83	131.83	4.67203e-06
103	130.988	130.988	4.67203e-06
104	130.85	130.85	3.30362e-06
105	130.85	130.85	3.30362e-06
106	130.131	130.131	4.26496e-06
107	128.658	128.658	3.30362e-06
108	126.329	126.329	5.3948e-06
109	126.329	126.329	5.3948e-06
110	126.239	126.239	1.90735e-06
111	125.46	125.46	1.3487e-06
112	125.412	125.412	6.32596e-06
113	124.633	124.633	2.33602e-06
114	124.3	124.3	6.46813e-06
115	124.3	124.3	6.46813e-06
116	123.337	123.337	4.0461e-06
117	122.855	122.855	4.67203e-06
118	122.354	122.354	2.33602e-06
119	121.237	121.237	6.87704e-06
120	121.096	121.096	4.47313e-06
121	121.096	121.096	4.47313e-06
122	120.661	120.661	5.56083e-06
123	120.393	120.393	3.30362e-06
124	120.187	120.187	1.3487e-06
125	119.647	119.647	2.33602e-06
126	119.181	119.181	1.90735e-06
127	118.893	118.893	3.56832e-06
128	118.388	118.388	1.90735e-06
129	118.1	118.1	3.30362e-06
130	118.1	118.1	3.30362e-06
131	118.1	118.1	3.30362e-06
132	118.1	118.1	3.30362e-06
133	117.913	117.913	4.8628e-06
134	116.784	116.784	1.3487e-06
135	116.784	116.784	1.3487e-06
136	115.759	115.759	3.8147e-06
137	115.759	115.759	3.8147e-06
138	115.759	115.759	3.8147e-06
139	114.604	114.604	1.3487e-06
140	114.114	114.114	4.8628e-06
141	114.114	114.114	4.8628e-06
142	114.114	114.114	4.8628e-06
143	114.114	114.114	4.8628e-06
144	112.903	112.903	3.56832e-06
145	112.903	112.903	3.56832e-06
146	112.024	112.024	2.6974e-06
147	112.024	112.024	2.6974e-06
148	112.024	112.024	2.6974e-06
149	112.024	112.024	2.6974e-06
150	111.557	111.557	2.6974e-06
151	111.557	111.557	2.6974e-06
152	111.557	111.557	2.6974e-06
153	111.278	111.278	4.26496e-06
154	111.005	111.005	5.56083e-06
155	110.622	110.622	2.6974e-06
156	110.622	110.622	2.6974e-06
157	110.622	110.622	2.6974e-06
158	110.622	110.622	2.6974e-06
159	110.622	110.622	2.6974e-06
160	110.622	110.622	2.6974e-06
161	110.143	110.143	1.90735e-06
162	110.143	110.143	1.90735e-06
163	110.143	110.143	1.90735e-06
164	110.143	110.143	1.90735e-06
165	109.813	109.813	4.26496e-06
166	108.891	108.891	3.56832e-06
167	107.854	107.854	3.56832e-06
168	107.854	107.854	3.56832e-06
169	107.854	107.854	3.56832e-06
170	106.126	106.126	5.56083e-06
171	106.126	106.126	5.56083e-06
172	106.042	106.042	1.90735e-06
173	106.042	106.042	1.90735e-06
174	106.042	106.042	1.90735e-06
175	103.965	103.965	4.26496e-06
176	103.965	103.965	4.26496e-06
177	101.715	101.715	4.67203e-06
178	101.533	101.533	3.01578e-06
179	101.533	101.533	3.01578e-06
180	101.45	101.45	1.90735e-06
181	100.942	100.942	3.56832e-06
182	100.942	100.942	3.56832e-06
183	100.942	100.942	3.56832e-06
184	100.942	100.942	3.56832e-06
185	100.412	100.412	3.30362e-06
186	100.225	100.225	2.33602e-06
187	100.225	100.225	2.33602e-06
188	100.225	100.225	2.33602e-06
189	100.225	100.225	2.33602e-06
190	99.9264	99.9264	3.01578e-06
191	99.9264	99.9264	3.01578e-06
192	99.9264	99.9264	3.01578e-06
193	99.9264	99.9264	3.01578e-06
194	99.9264	99.9264	3.01578e-06
195	99.5065	99.5065	3.01578e-06
196	99.5065	99.5065	3.01578e-06
197	99.5065	99.5065	3.01578e-06
198	99.5065	99.5065	3.01578e-06
199	99.5065	99.5065	3.01578e-06
200	99.5065	99.5065	3.01578e-06
201	99.5065	99.5065	3.01578e-06
202	99.0197	99.0197	2.33602e-06
203	98.6052	98.6052	3.8147e-06
204	98.6052	98.6052	3.8147e-06
205	98.4495	98.4495	2.33602e-06
206	97.9879	97.9879	4.47313e-06
207	97.6611	97.6611	5.3948e-06
208	97.6611	97.6611	5.3948e-06
209	97.6611	97.6611	5.3948e-06
210	97.2108	97.2108	1.90735e-06
211	97.2108	97.2108	1.90735e-06
212	96.7801	96.7801	4.0461e-06
213	96.5455	96.5455	1.90735e-06
214	96.5455	96.5455	1.90735e-06
215	96.5455	96.5455	1.90735e-06
216	96.5455	96.5455	1.90735e-06
217	96.5455	96.5455	1.90735e-06
218	93.8545	93.8545	2.33602e-06
219	93.8545	93.8545	2.33602e-06
220	93.8545	93.8545	2.33602e-06
221	93.8545	93.8545	2.33602e-06
222	93.8545	93.8545	2.33602e-06
223	93.8545	93.8545	2.33602e-06
224	93.8545	93.8545	2.33602e-06
225	92.5379	92.5379	1.90735e-06
226	92.112	92.112	4.26496e-06
227	92.112	92.112	4.26496e-06
228	91.844	91.844	3.56832e-06
229	91.7647	91.7647	1.90735e-06
230	91.7508	91.7508	4.26496e-06
231	91.7508	91.7508	4.26496e-06
232	91.6853	91.6853	2.6974e-06
233	91.5703	91.5703	2.6974e-06
234	90.9276	90.9276	3.30362e-06
235	90.9276	90.9276	3.30362e-06
236	89.9779	89.9779	2.13248e-06
237	89.9779	89.9779	2.13248e-06
238	89.9779	89.9779	2.13248e-06
239	89.1543	89.1543	4.47313e-06
240	88.88	88.88	3.9321e-06
241	88.88	88.88	3.9321e-06
242	88.88	88.88	3.9321e-06
243	88.88	88.88	3.9321e-06
244	88.4795	88.4795	4.76837e-06
245	87.9922	87.9922	2.13248e-06
246	87.9922	87.9922	2.13248e-06
247	87.9874	87.9874	2.86102e-06
248	87.9874	87.9874	2.86102e-06
249	87.2879	87.2879	1.3487e-06
250	87.2879	87.2879	1.3487e-06
251	87.2879	87.2879	1.3487e-06
252	87.2879	87.2879	1.3487e-06
253	86.0779	86.0779	2.52319e-06
254	86.0779	86.0779	2.52319e-06
