Gen	Best	Mean	Err
255	86.0779	86.0779	2.52319e-06
256	86.0779	86.0779	2.52319e-06
257	85.67	85.67	2.13248e-06
258	85.3728	85.3728	4.26496e-06
259	85.3728	85.3728	4.26496e-06
260	85.3728	85.3728	4.26496e-06
261	85.3728	85.3728	4.26496e-06
262	85.3728	85.3728	4.26496e-06
263	85.3728	85.3728	4.26496e-06
264	85.3728	85.3728	4.26496e-06
265	85.3728	85.3728	4.26496e-06
266	84.6892	84.6892	4.37028e-06
267	84.6892	84.6892	4.37028e-06
268	84.6892	84.6892	4.37028e-06
269	84.3654	84.3654	3.01578e-06
270	84.3654	84.3654	3.01578e-06
271	84.3654	84.3654	3.01578e-06
272	84.3654	84.3654	3.01578e-06
273	84.1649	84.1649	2.33602e-06
274	83.1794	83.1794	3.56832e-06
275	83.1794	83.1794	3.56832e-06
276	83.1794	83.1794	3.56832e-06
277	82.6154	82.6154	4.8628e-06
278	82.6154	82.6154	4.8628e-06
279	82.6154	82.6154	4.8628e-06
280	82.6154	82.6154	4.8628e-06
281	82.6154	82.6154	4.8628e-06
282	82.6154	82.6154	4.8628e-06
283	82.6154	82.6154	4.8628e-06
284	82.6154	82.6154	4.8628e-06
285	82.6154	82.6154	4.8628e-06
286	82.6154	82.6154	4.8628e-06
287	79.9497	79.9497	2.86102e-06
288	79.9497	79.9497	2.86102e-06
289	79.9497	79.9497	2.86102e-06
290	79.9497	79.9497	2.86102e-06
291	79.4883	79.4883	3.56832e-06
292	79.4883	79.4883	3.56832e-06
293	79.4883	79.4883	3.56832e-06
294	79.4883	79.4883	3.56832e-06
295	79.4883	79.4883	3.56832e-06
296	79.2517	79.2517	3.56832e-06
297	79.2517	79.2517	3.56832e-06
298	79.2517	79.2517	3.56832e-06
299	79.2517	79.2517	3.56832e-06
300	79.2517	79.2517	3.56832e-06
301	79.2517	79.2517	3.56832e-06
302	79.2517	79.2517	3.56832e-06
303	79.2517	79.2517	3.56832e-06
304	79.1094	79.1094	0
305	78.371	78.371	3.56832e-06
306	78.371	78.371	3.56832e-06
307	78.371	78.371	3.56832e-06
308	78.009	78.009	1.3487e-06
309	77.6621	77.6621	0
310	77.6621	77.6621	0
311	77.1276	77.1276	2.52319e-06
312	77.1276	77.1276	2.52319e-06
313	75.0532	75.0532	2.33602e-06
314	75.0532	75.0532	2.33602e-06
315	74.4686	74.4686	2.33602e-06
316	74.4686	74.4686	2.33602e-06
317	74.4686	74.4686	2.33602e-06
318	74.4686	74.4686	2.33602e-06
319	74.4686	74.4686	2.33602e-06
320	74.4686	74.4686	2.33602e-06
321	74.4686	74.4686	2.33602e-06
322	74.4686	74.4686	2.33602e-06
323	74.4686	74.4686	2.33602e-06
324	74.4686	74.4686	2.33602e-06
325	74.3127	74.3127	3.8147e-06
326	74.3127	74.3127	3.8147e-06
327	74.1466	74.1466	3.16298e-06
328	74.1466	74.1466	3.16298e-06
329	73.2905	73.2905	1.3487e-06
330	73.2905	73.2905	1.3487e-06
331	73.2905	73.2905	1.3487e-06
332	73.2905	73.2905	1.3487e-06
333	73.2905	73.2905	1.3487e-06
334	73.2905	73.2905	1.3487e-06
335	72.5817	72.5817	9.53674e-07
336	72.5817	72.5817	9.53674e-07
337	72.5817	72.5817	9.53674e-07
338	72.5817	72.5817	9.53674e-07
339	72.5817	72.5817	9.53674e-07
340	72.5817	72.5817	9.53674e-07
341	72.5817	72.5817	9.53674e-07
342	72.5817	72.5817	9.53674e-07
343	72.5817	72.5817	9.53674e-07
344	72.4001	72.4001	3.16298e-06
345	72.4001	72.4001	3.16298e-06
346	72.4001	72.4001	3.16298e-06
347	72.4001	72.4001	3.16298e-06
348	72.4001	72.4001	3.16298e-06
349	72.4001	72.4001	3.16298e-06
350	72.4001	72.4001	3.16298e-06
351	72.4001	72.4001	3.16298e-06
352	72.4001	72.4001	3.16298e-06
353	72.4001	72.4001	3.16298e-06
354	71.7338	71.7338	2.33602e-06
355	71.7338	71.7338	2.33602e-06
356	71.7338	71.7338	2.33602e-06
357	71.7338	71.7338	2.33602e-06
358	71.7338	71.7338	2.33602e-06
359	71.4522	71.4522	2.86102e-06
360	71.4522	71.4522	2.86102e-06
361	71.4522	71.4522	2.86102e-06
362	71.4522	71.4522	2.86102e-06
363	71.4522	71.4522	2.86102e-06
364	71.3892	71.3892	2.13248e-06
365	71.3892	71.3892	2.13248e-06
366	71.3892	71.3892	2.13248e-06
367	71.3892	71.3892	2.13248e-06
368	71.3892	71.3892	2.13248e-06
369	71.3892	71.3892	2.13248e-06
370	71.3892	71.3892	2.13248e-06
371	71.3892	71.3892	2.13248e-06
372	71.3892	71.3892	2.13248e-06
373	71.3892	71.3892	2.13248e-06
374	71.3892	71.3892	2.13248e-06
375	71.3892	71.3892	2.13248e-06
376	71.3892	71.3892	2.13248e-06
377	71.3892	71.3892	2.13248e-06
378	71.3892	71.3892	2.13248e-06
379	71.3892	71.3892	2.13248e-06
380	71.3892	71.3892	2.13248e-06
381	71.3892	71.3892	2.13248e-06
382	71.3892	71.3892	2.13248e-06
383	71.3892	71.3892	2.13248e-06
384	71.3892	71.3892	2.13248e-06
385	71.2989	71.2989	1.90735e-06
386	71.2989	71.2989	1.90735e-06
387	71.2989	71.2989	1.90735e-06
388	71.2621	71.2621	3.30362e-06
389	71.2621	71.2621	3.30362e-06
390	71.2621	71.2621	3.30362e-06
391	71.2621	71.2621	3.30362e-06
392	71.2621	71.2621	3.30362e-06
393	71.2621	71.2621	3.30362e-06
394	71.2621	71.2621	3.30362e-06
395	71.2621	71.2621	3.30362e-06
396	71.2621	71.2621	3.30362e-06
397	71.2621	71.2621	3.30362e-06
398	71.2621	71.2621	3.30362e-06
399	71.2621	71.2621	3.30362e-06
400	71.2621	71.2621	3.30362e-06
401	71.2621	71.2621	3.30362e-06
402	71.2621	71.2621	3.30362e-06
403	71.2621	71.2621	3.30362e-06
404	70.8516	70.8516	9.53674e-07
405	70.6325	70.6325	2.13248e-06
406	70.6325	70.6325	2.13248e-06
407	70.6325	70.6325	2.13248e-06
408	70.5355	70.5355	2.52319e-06
409	70.3286	70.3286	3.01578e-06
410	70.3286	70.3286	3.01578e-06
411	70.3286	70.3286	3.01578e-06
412	70.3286	70.3286	3.01578e-06
413	70.3286	70.3286	3.01578e-06
414	70.3286	70.3286	3.01578e-06
415	70.3105	70.3105	2.33602e-06
416	70.3105	70.3105	2.33602e-06
417	70.3105	70.3105	2.33602e-06
418	70.3105	70.3105	2.33602e-06
419	70.3105	70.3105	2.33602e-06
420	70.3105	70.3105	2.33602e-06
421	70.3105	70.3105	2.33602e-06
422	70.3105	70.3105	2.33602e-06
423	70.3105	70.3105	2.33602e-06
424	70.3105	70.3105	2.33602e-06
425	70.3105	70.3105	2.33602e-06
426	70.3105	70.3105	2.33602e-06
427	70.3105	70.3105	2.33602e-06
428	70.3105	70.3105	2.33602e-06
429	69.8791	69.8791	9.53674e-07
430	69.8791	69.8791	9.53674e-07
431	69.8791	69.8791	9.53674e-07
432	69.8791	69.8791	9.53674e-07
433	69.8791	69.8791	9.53674e-07
434	69.8791	69.8791	9.53674e-07
435	69.8791	69.8791	9.53674e-07
436	69.8791	69.8791	9.53674e-07
437	69.8791	69.8791	9.53674e-07
438	69.8791	69.8791	9.53674e-07
439	69.8791	69.8791	9.53674e-07
440	69.8791	69.8791	9.53674e-07
441	69.8791	69.8791	9.53674e-07
442	69.8791	69.8791	9.53674e-07
443	69.8791	69.8791	9.53674e-07
444	69.8791	69.8791	9.53674e-07
445	69.8791	69.8791	9.53674e-07
446	69.8791	69.8791	9.53674e-07
447	69.8791	69.8791	9.53674e-07
448	69.8791	69.8791	9.53674e-07
449	69.8791	69.8791	9.53674e-07
450	69.8791	69.8791	9.53674e-07
451	69.8791	69.8791	9.53674e-07
452	69.8791	69.8791	9.53674e-07
453	69.8791	69.8791	9.53674e-07
454	69.8791	69.8791	9.53674e-07
455	69.8791	69.8791	9.53674e-07
456	69.8791	69.8791	9.53674e-07
457	69.8791	69.8791	9.53674e-07
458	69.8791	69.8791	9.53674e-07
459	69.8791	69.8791	9.53674e-07
460	69.8791	69.8791	9.53674e-07
461	69.8791	69.8791	9.53674e-07
462	69.8791	69.8791	9.53674e-07
463	69.8791	69.8791	9.53674e-07
464	69.8791	69.8791	9.53674e-07
465	69.8791	69.8791	9.53674e-07
466	69.8791	69.8791	9.53674e-07
467	69.8791	69.8791	9.53674e-07
468	69.8791	69.8791	9.53674e-07
469	69.8791	69.8791	9.53674e-07
470	69.8791	69.8791	9.53674e-07
471	69.8791	69.8791	9.53674e-07
472	69.8791	69.8791	9.53674e-07
473	69.8791	69.8791	9.53674e-07
474	69.8791	69.8791	9.53674e-07
475	69.8791	69.8791	9.53674e-07
476	69.8791	69.8791	9.53674e-07
477	69.8791	69.8791	9.53674e-07
478	69.8791	69.8791	9.53674e-07
479	69.8791	69.8791	9.53674e-07
480	69.8791	69.8791	9.53674e-07
481	69.8791	69.8791	9.53674e-07
482	69.8791	69.8791	9.53674e-07
483	69.8791	69.8791	9.53674e-07
484	69.8791	69.8791	9.53674e-07
485	69.8791	69.8791	9.53674e-07
486	69.8791	69.8791	9.53674e-07
487	69.8791	69.8791	9.53674e-07
488	69.8791	69.8791	9.53674e-07
489	69.8791	69.8791	9.53674e-07
490	69.8791	69.8791	9.53674e-07
491	69.8791	69.8791	9.53674e-07
492	69.8791	69.8791	9.53674e-07
493	69.8791	69.8791	9.53674e-07
494	69.8791	69.8791	9.53674e-07
495	69.8791	69.8791	9.53674e-07
496	69.8791	69.8791	9.53674e-07
497	69.8791	69.8791	9.53674e-07
498	69.8791	69.8791	9.53674e-07
499	69.8791	69.8791	9.53674e-07
500	69.8791	69.8791	9.53674e-07
501	69.8791	69.8791	9.53674e-07
502	69.8791	69.8791	9.53674e-07
503	69.8791	69.8791	9.53674e-07
504	69.8791	69.8791	9.53674e-07
505	69.8791	69.8791	9.53674e-07
506	69.8791	69.8791	9.53674e-07
507	69.8791	69.8791	9.53674e-07
508	69.8791	69.8791	9.53674e-07
509	69.8791	69.8791	9.53674e-07
510	69.8791	69.8791	9.53674e-07
511	69.8791	69.8791	9.53674e-07
512	69.8791	69.8791	9.53674e-07
513	69.8791	69.8791	9.53674e-07
514	69.8791	69.8791	9.53674e-07
515	69.8791	69.8791	9.53674e-07
516	69.3006	69.3006	3.43852e-06
517	69.3006	69.3006	3.43852e-06
518	69.3006	69.3006	3.43852e-06
519	69.3006	69.3006	3.43852e-06
520	69.3006	69.3006	3.43852e-06
521	69.3006	69.3006	3.43852e-06
522	69.3006	69.3006	3.43852e-06
523	69.3006	69.3006	3.43852e-06
524	69.3006	69.3006	3.43852e-06
525	66.5478	66.5478	3.69356e-06
526	66.1286	66.1286	1.65181e-06
527	65.7634	65.7634	1.90735e-06
528	65.7634	65.7634	1.90735e-06
529	65.7634	65.7634	1.90735e-06
530	65.7634	65.7634	1.90735e-06
531	65.7634	65.7634	1.90735e-06
532	65.7634	65.7634	1.90735e-06
533	65.7634	65.7634	1.90735e-06
534	65.7634	65.7634	1.90735e-06
535	65.7634	65.7634	1.90735e-06
536	65.7634	65.7634	1.90735e-06
537	65.6089	65.6089	3.43852e-06
538	65.6089	65.6089	3.43852e-06
539	65.6089	65.6089	3.43852e-06
540	65.6089	65.6089	3.43852e-06
541	65.6089	65.6089	3.43852e-06
542	65.6089	65.6089	3.43852e-06
543	65.6089	65.6089	3.43852e-06
544	65.5515	65.5515	3.01578e-06
545	65.5515	65.5515	3.01578e-06
546	65.5515	65.5515	3.01578e-06
547	65.5515	65.5515	3.01578e-06
548	65.5515	65.5515	3.01578e-06
549	65.5515	65.5515	3.01578e-06
550	65.5515	65.5515	3.01578e-06
551	65.5515	65.5515	3.01578e-06
552	65.5515	65.5515	3.01578e-06
553	65.5515	65.5515	3.01578e-06
554	65.5515	65.5515	3.01578e-06
555	65.5515	65.5515	3.01578e-06
556	65.5481	65.5481	2.86102e-06
557	65.3693	65.3693	0
558	65.3693	65.3693	0
559	65.3693	65.3693	0
560	65.3693	65.3693	0
561	65.3693	65.3693	0
562	65.3693	65.3693	0
563	65.3693	65.3693	0
564	65.3693	65.3693	0
565	65.3693	65.3693	0
566	65.3693	65.3693	0
567	65.3693	65.3693	0
568	65.3693	65.3693	0
569	65.3693	65.3693	0
570	65.3693	65.3693	0
571	65.3693	65.3693	0
572	65.3693	65.3693	0
573	65.3693	65.3693	0
574	65.3693	65.3693	0
575	65.3693	65.3693	0
576	65.3693	65.3693	0
577	65.3693	65.3693	0
578	65.3693	65.3693	0
579	65.3542	65.3542	1.90735e-06
580	65.3542	65.3542	1.90735e-06
581	65.3542	65.3542	1.90735e-06
582	65.3542	65.3542	1.90735e-06
583	65.3542	65.3542	1.90735e-06
584	65.3542	65.3542	1.90735e-06
585	65.3542	65.3542	1.90735e-06
586	65.3542	65.3542	1.90735e-06
587	65.3542	65.3542	1.90735e-06
588	65.3542	65.3542	1.90735e-06
589	65.3542	65.3542	1.90735e-06
590	65.3542	65.3542	1.90735e-06
591	65.3542	65.3542	1.90735e-06
592	65.3542	65.3542	1.90735e-06
593	65.3542	65.3542	1.90735e-06
594	65.3542	65.3542	1.90735e-06
595	65.3542	65.3542	1.90735e-06
596	65.3542	65.3542	1.90735e-06
597	65.3542	65.3542	1.90735e-06
598	65.3542	65.3542	1.90735e-06
599	65.3542	65.3542	1.90735e-06
600	65.3542	65.3542	1.90735e-06
601	65.3542	65.3542	1.90735e-06
602	65.3542	65.3542	1.90735e-06
603	65.3542	65.3542	1.90735e-06
604	65.3542	65.3542	1.90735e-06
605	65.3542	65.3542	1.90735e-06
606	65.3542	65.3542	1.90735e-06
607	65.3542	65.3542	1.90735e-06
608	65.3542	65.3542	1.90735e-06
609	65.3542	65.3542	1.90735e-06
610	65.3542	65.3542	1.90735e-06
611	65.3542	65.3542	1.90735e-06
612	65.3542	65.3542	1.90735e-06
613	65.3542	65.3542	1.90735e-06
614	65.3542	65.3542	1.90735e-06
615	65.3542	65.3542	1.90735e-06
616	65.3542	65.3542	1.90735e-06
617	65.3542	65.3542	1.90735e-06
618	65.3542	65.3542	1.90735e-06
619	65.3542	65.3542	1.90735e-06
620	65.3542	65.3542	1.90735e-06
621	65.3542	65.3542	1.90735e-06
622	65.3542	65.3542	1.90735e-06
623	65.3542	65.3542	1.90735e-06
624	65.3542	65.3542	1.90735e-06
625	65.3542	65.3542	1.90735e-06
626	65.3542	65.3542	1.90735e-06
627	65.3542	65.3542	1.90735e-06
628	65.3542	65.3542	1.90735e-06
629	65.3542	65.3542	1.90735e-06
630	65.3542	65.3542	1.90735e-06
631	65.3542	65.3542	1.90735e-06
632	65.3542	65.3542	1.90735e-06
633	65.3542	65.3542	1.90735e-06
634	65.3542	65.3542	1.90735e-06
635	65.3542	65.3542	1.90735e-06
636	65.3542	65.3542	1.90735e-06
637	65.3542	65.3542	1.90735e-06
638	65.3542	65.3542	1.90735e-06
639	65.3542	65.3542	1.90735e-06
640	65.3542	65.3542	1.90735e-06
641	65.3542	65.3542	1.90735e-06
642	65.3542	65.3542	1.90735e-06
643	65.3542	65.3542	1.90735e-06
644	65.3542	65.3542	1.90735e-06
645	65.3542	65.3542	1.90735e-06
646	65.3542	65.3542	1.90735e-06
647	65.3542	65.3542	1.90735e-06
648	65.3542	65.3542	1.90735e-06
649	65.3542	65.3542	1.90735e-06
650	65.3542	65.3542	1.90735e-06
651	65.3542	65.3542	1.90735e-06
652	65.3542	65.3542	1.90735e-06
653	65.3542	65.3542	1.90735e-06
654	65.3542	65.3542	1.90735e-06
655	65.3542	65.3542	1.90735e-06
656	65.3542	65.3542	1.90735e-06
657	65.3542	65.3542	1.90735e-06
658	65.3542	65.3542	1.90735e-06
659	65.3542	65.3542	1.90735e-06
660	65.3542	65.3542	1.90735e-06
661	65.3542	65.3542	1.90735e-06
662	65.3542	65.3542	1.90735e-06
663	65.3542	65.3542	1.90735e-06
664	65.3542	65.3542	1.90735e-06
665	65.3542	65.3542	1.90735e-06
666	65.3542	65.3542	1.90735e-06
667	65.3542	65.3542	1.90735e-06
668	65.3542	65.3542	1.90735e-06
669	65.3542	65.3542	1.90735e-06
670	65.3542	65.3542	1.90735e-06
671	65.3542	65.3542	1.90735e-06
672	64.8748	64.8748	1.3487e-06
673	64.8748	64.8748	1.3487e-06
674	64.8748	64.8748	1.3487e-06
675	64.8748	64.8748	1.3487e-06
676	64.8748	64.8748	1.3487e-06
677	64.8748	64.8748	1.3487e-06
678	64.8748	64.8748	1.3487e-06
679	64.8748	64.8748	1.3487e-06
680	64.8748	64.8748	1.3487e-06
681	64.8748	64.8748	1.3487e-06
682	64.8748	64.8748	1.3487e-06
683	64.8748	64.8748	1.3487e-06
684	64.8748	64.8748	1.3487e-06
685	64.8748	64.8748	1.3487e-06
686	64.8748	64.8748	1.3487e-06
687	64.8748	64.8748	1.3487e-06
688	64.8748	64.8748	1.3487e-06
689	64.8748	64.8748	1.3487e-06
690	64.8748	64.8748	1.3487e-06
691	64.8748	64.8748	1.3487e-06
692	64.8748	64.8748	1.3487e-06
693	64.8635	64.8635	2.13248e-06
694	64.8635	64.8635	2.13248e-06
695	64.8635	64.8635	2.13248e-06
696	64.8635	64.8635	2.13248e-06
697	64.8635	64.8635	2.13248e-06
698	64.8635	64.8635	2.13248e-06
699	64.8635	64.8635	2.13248e-06
